name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
Main Menu,Sable (Original Video Game Soundtrack),Japanese Breakfast,43193ICguBqjuTGEvIsXG9,2021-09-24,40,0.681,0.103,0.212,-7.418,1
Weird Fishes,Lianne La Havas,Lianne La Havas,5ygk8Hkp4WCCk7GXWEUP9V,2020-07-17,55,0.396,0.415,0.263,-10.106,1
Please Don't Make Me Cry,Lianne La Havas,Lianne La Havas,45RztUROkc4H1pHoCtRR6c,2020-07-17,57,0.611,0.605,0.45,-9.151,0
Bittersweet - Radio Edit,Bittersweet (Radio Edit),Lianne La Havas,7CNtRYYyhNJKXFr2bQ5rv2,2020-02-25,64,0.57,0.409,0.304,-7.555,1
Paper Thin,Lianne La Havas,Lianne La Havas,7kC97zPE0PxrcItXyGdk8P,2020-07-17,63,0.714,0.243,0.504,-13.513,1
Green & Gold,Blood,Lianne La Havas,4HCcvFdHfwR2u3WPPPVRv6,2015-07-31,63,0.7,0.4,0.28,-8.46,1
Say a Little Prayer - Live,Say a Little Prayer (Live),Lianne La Havas,1ZczOoLuCyDO5dKUPndxf5,2016-08-12,59,0.492,0.326,0.376,-6.416,1
Unstoppable - FKJ Remix,Unstoppable (FKJ Remix),Lianne La Havas,0mBe4dWMRLXvrAs8ixpmbp,2015-07-05,52,0.647,0.562,0.495,-7.733,0
Can't Fight,Lianne La Havas,Lianne La Havas,2gnvh9HRH5fCo5iDQXMvQN,2020-07-17,60,0.737,0.522,0.768,-9.205,0
What You Don't Do - Tom Misch Remix,What You Don't Do (Tom Misch Remix),Lianne La Havas,2pygzLN7fwCgeW5FNaugEm,2015-08-07,52,0.704,0.511,0.454,-6.778,1
Feel (feat. Lianne La Havas),Djesse Vol. 2,Jacob Collier,7MGNHuYwmm9UjQgdVciO1v,2019-07-19,52,0.611,0.134,0.136,-13.96,1
Read My Mind,Lianne La Havas,Lianne La Havas,18yYhT8fTVjFK9IBPiows6,2020-07-17,52,0.65,0.445,0.442,-9.621,1
Baltimore,Round Nina,Various Artists,5ORxITsfjK4WUkRSmhKJL3,2014-11-10,45,0.541,0.517,0.166,-13.84,1
Starry Starry Night,Loving Vincent (Original Soundtrack Album),Clint Mansell,0nSBXjouhwCrQXilxQblQk,2017,52,0.321,0.282,0.161,-13.227,1
No Room for Doubt (feat. Willy Mason),Is Your Love Big Enough?,Lianne La Havas,1HijbdW9y2iFPhFs6zfemU,2012-07-06,47,0.479,0.107,0.321,-15.893,1
Sour Flower,Lianne La Havas,Lianne La Havas,3opQwVHIpSMHubh9n9hn27,2020-07-17,47,0.382,0.573,0.291,-8.392,1
He Loves Me - Solo in Paris,Is Your Love Big Enough? (Deluxe Edition),Lianne La Havas,2ZZShiA84anlNzxjoaDROz,2012-07-06,44,0.392,0.244,0.525,-11.123,1
Grow,Blood,Lianne La Havas,12iM6FO2IN8ZoZ1qq1Hgv0,2015-07-31,38,0.484,0.593,0.616,-6.094,0
Lost & Found,Is Your Love Big Enough?,Lianne La Havas,6FZTAXHzXjkZxhfiHeLG6n,2012-07-06,38,0.518,0.349,0.142,-11.527,1
Green Papaya,Lianne La Havas,Lianne La Havas,3DHweI4vICEnj2oZIxY57D,2020-07-17,47,0.346,0.165,0.155,-14.096,1
Final Form,Lost & Found,Lianne La Havas,0FK46YqNUm1GZmL3yQfVct,2011-10-10,32,0.588,0.448,0.267,-9.271,1
Wonderful,Blood,Lianne La Havas,4yHN5jka3y5OTtGajxVCTc,2015-07-31,42,0.546,0.242,0.213,-13.608,1
Age,Is Your Love Big Enough?,Lianne La Havas,6fwmEzLL6vlMrGsyPwBRvQ,2012-07-06,39,0.809,0.304,0.508,-6.852,1
Courage,Lianne La Havas,Lianne La Havas,6WVWglJZaFth6NbuMFC81c,2020-07-17,46,0.544,0.175,0.171,-13.227,1
Same as Me,Forget,Lianne La Havas,2DGfpk3bkbqt7vUVsCMUIf,2011-12-30,31,0.414,0.3,0.113,-9.463,1
Tokyo,Blood,Lianne La Havas,02SUyCzxfqllXeEUqVNMVv,2015-07-31,44,0.616,0.624,0.304,-9.128,1
Is Your Love Big Enough?,Is Your Love Big Enough?,Lianne La Havas,77fhhezMh8llUQ4ma1RBsr,2012-07-06,37,0.546,0.718,0.677,-5.243,0
Night School,Lost & Found,Lianne La Havas,6rju3DuxVVghocmawyu4tT,2011-10-10,31,0.559,0.418,0.324,-12.805,1
Friends Like Evergreens,Echos d'aujourd'hui,Various Artists,1PXt7IKtWZarJbuPmUTBBi,2013-04-29,35,0.469,0.184,0.23,-11.966,1
Ghost,Blood,Lianne La Havas,32vbyo69yJq5WXyvHCF0Yp,2015-07-31,43,0.626,0.108,0.334,-15.527,1
